Date,Meal,Food,Weekday
"Wednesday, January 30, 2019",Breakfast,Strawberry Sauce,
"Wednesday, January 30, 2019",Breakfast,Whipped Topping,
"Tuesday, January 29, 2019",Dinner,Chicken Breast with Poblano Sauce,
"Tuesday, January 29, 2019",Dinner,Salmon with Green Curry,
"Tuesday, January 29, 2019",Dinner,Thai Red Vegetable Curry with Tofu,
"Tuesday, January 29, 2019",Dinner,Coconut Basmati Rice,
"Tuesday, January 29, 2019",Dinner,Sauteed Summer Squash,
"Tuesday, January 29, 2019",Dinner,Steamed Edamame,
"Tuesday, January 29, 2019",Dinner,Spicy Roasted Chickpeas,
"Tuesday, January 29, 2019",Dinner,Almond Cashew Ranch,
"Tuesday, January 29, 2019",Dinner,Fire-roasted corn,
"Tuesday, January 29, 2019",Dinner,Northeastern Chili,
"Tuesday, January 29, 2019",Dinner,Sliced Jalapeno Peppers,
"Tuesday, January 29, 2019",Lunch,Hoisin BBQ Chicken,
"Tuesday, January 29, 2019",Lunch,Philly Cheese Steak Sub,
"Tuesday, January 29, 2019",Lunch,Basil Pesto Roasted Tofu and Tomato,
"Tuesday, January 29, 2019",Lunch,French Fries,
"Tuesday, January 29, 2019",Lunch,Fried Parmesan Cauliflower,
"Tuesday, January 29, 2019",Lunch,Roasted Parsnips,
"Tuesday, January 29, 2019",Lunch,Marinated Mixed Beans,
"Tuesday, January 29, 2019",Breakfast,Roasted Low-Sodium Turkey,
"Tuesday, January 29, 2019",Breakfast,Sliced Ham,
"Tuesday, January 29, 2019",Breakfast,Cage Free Hard Boiled Eggs,
"Tuesday, January 29, 2019",Breakfast,Cheddar Cheese,
"Tuesday, January 29, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Tuesday, January 29, 2019",Breakfast,Hummus,
"Tuesday, January 29, 2019",Breakfast,"Mushroom, Onion & Cheese Frittata",
"Tuesday, January 29, 2019",Breakfast,Whole Wheat Banana Walnut Muffin,
"Tuesday, January 29, 2019",Breakfast,Blueberries,
"Tuesday, January 29, 2019",Breakfast,Malted Belgian Waffles,
"Tuesday, January 29, 2019",Breakfast,Multi-Grain Waffles,
"Tuesday, January 29, 2019",Breakfast,Pancake Syrup,
"Tuesday, January 29, 2019",Breakfast,Steel Cut Oatmeal,
"Tuesday, January 29, 2019",Breakfast,Strawberry Sauce,
"Tuesday, January 29, 2019",Breakfast,Whipped Topping,
"Monday, January 28, 2019",Dinner,Beef Fajita with Fettucine,
"Monday, January 28, 2019",Dinner,Chicken Piccatta,
"Monday, January 28, 2019",Dinner,Quinoa and Vegetable Jambalaya,
"Monday, January 28, 2019",Dinner,"Farro with Roasted Zucchini, Squash, Eggplant & Celery",
"Monday, January 28, 2019",Dinner,Roasted Eggplant with Chinese 5-Spice,
"Monday, January 28, 2019",Dinner,Steamed Carrots,
"Monday, January 28, 2019",Dinner,Lima Beans with Red Onions,
"Monday, January 28, 2019",Dinner,Chopped Scallions,
"Monday, January 28, 2019",Dinner,Diced Red Onions,
"Monday, January 28, 2019",Dinner,Goat Cheese,
"Monday, January 28, 2019",Dinner,Pomegranate Dressing,
"Monday, January 28, 2019",Dinner,Red Quinoa,
"Monday, January 28, 2019",Dinner,Roasted Butternut Squash,
"Monday, January 28, 2019",Dinner,Sauteed Kale,
"Monday, January 28, 2019",Dinner,Seasoned Edamame Beans,
"Monday, January 28, 2019",Lunch,Butter Chicken,
"Monday, January 28, 2019",Lunch,Shrimp & Monterey Jack Quesadilla with Peppers & Tomato,
"Monday, January 28, 2019",Lunch,Spicy Jalapeno Jack Cheese and Macaroni,
"Monday, January 28, 2019",Lunch,Jasmine Rice,
"Monday, January 28, 2019",Lunch,Roasted Seasonal Squash with Paprika & Tumeric,
"Monday, January 28, 2019",Lunch,Steamed Broccoli,
"Monday, January 28, 2019",Lunch,Sour Cream,
"Monday, January 28, 2019",Lunch,Thick and Chunky Mild Salsa,
"Monday, January 28, 2019",Lunch,Black-Eyed Peas and Chutney,
"Monday, January 28, 2019",Breakfast,Roasted Low-Sodium Turkey,
"Monday, January 28, 2019",Breakfast,Sliced Ham,
"Monday, January 28, 2019",Breakfast,Cage Free Hard Boiled Eggs,
"Monday, January 28, 2019",Breakfast,Cheddar Cheese,
"Monday, January 28, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Monday, January 28, 2019",Breakfast,Hummus,
"Monday, January 28, 2019",Breakfast,Assorted Mini Danish,
"Monday, January 28, 2019",Breakfast,Blueberries,
"Monday, January 28, 2019",Breakfast,Malted Belgian Waffles,
"Monday, January 28, 2019",Breakfast,Multi-Grain Waffles,
"Monday, January 28, 2019",Breakfast,Pancake Syrup,
"Monday, January 28, 2019",Breakfast,Steel Cut Oatmeal,
"Monday, January 28, 2019",Breakfast,Strawberry Sauce,
"Monday, January 28, 2019",Breakfast,Whipped Topping,
"Sunday, January 27, 2019",Dinner,Chicken Dumplings,
"Sunday, January 27, 2019",Dinner,Turkey Shepherd's Pie,
"Sunday, January 27, 2019",Dinner,5 Cheese Tortellini with Spinach & Mushroom,
"Sunday, January 27, 2019",Dinner,Scallion Fried Brown Rice,
"Sunday, January 27, 2019",Dinner,Roasted Carrots with Thyme,
"Sunday, January 27, 2019",Dinner,Spaghetti Squash,
"Sunday, January 27, 2019",Dinner,Beluga Lentil with Dill,
"Sunday, January 27, 2019",Dinner,Banana,
"Sunday, January 27, 2019",Dinner,Butterscotch Topping,
"Sunday, January 27, 2019",Dinner,Caramel Dessert Sauce,
"Sunday, January 27, 2019",Dinner,Chocolate Chips,
"Sunday, January 27, 2019",Dinner,Hot Fudge,
"Sunday, January 27, 2019",Dinner,Lactaid Ice Cream,
"Sunday, January 27, 2019",Dinner,Maraschino Cherry Halves,
"Sunday, January 27, 2019",Dinner,Rainbow Jimmies,
"Sunday, January 27, 2019",Dinner,Richardson's Ice Cream,
"Sunday, January 27, 2019",Dinner,Whipped Topping,
"Sunday, January 27, 2019",Dinner,Baguette,
"Sunday, January 27, 2019",Dinner,White Round Country Loaf,
"Sunday, January 27, 2019",Dinner,Whole Grain Bread,
"Sunday, January 27, 2019",Lunch,Assorted Bagels,
"Sunday, January 27, 2019",Lunch,Blueberry Pancakes,
"Sunday, January 27, 2019",Lunch,Garden Cream Cheese,
"Sunday, January 27, 2019",Lunch,Grapefruit,
"Sunday, January 27, 2019",Lunch,Harvard Fruit Salad,
"Sunday, January 27, 2019",Lunch,Hashed Potatoes,
"Sunday, January 27, 2019",Lunch,Multigrain Penne Chicken Broccoli Alfredo,
"Sunday, January 27, 2019",Lunch,Pork Sausage Pattie,
"Sunday, January 27, 2019",Lunch,Scrambled Cage Free Eggs,
"Sunday, January 27, 2019",Lunch,Smoked Salmon Platter,
"Sunday, January 27, 2019",Lunch,Steamed Green Peas,
"Sunday, January 27, 2019",Lunch,Strawberry Cream Cheese,
"Sunday, January 27, 2019",Lunch,Whole Wheat Blueberry Muffin,
"Sunday, January 27, 2019",Lunch,Blueberries,
"Sunday, January 27, 2019",Lunch,Malted Belgian Waffles,
"Sunday, January 27, 2019",Lunch,Multi-Grain Waffles,
"Sunday, January 27, 2019",Lunch,Pancake Syrup,
"Sunday, January 27, 2019",Lunch,Steel Cut Oatmeal,
"Sunday, January 27, 2019",Lunch,Strawberry Sauce,
"Sunday, January 27, 2019",Lunch,Whipped Topping,
"Saturday, January 26, 2019",Dinner,Beef Meatballs in Marinara Sauce,
"Saturday, January 26, 2019",Dinner,Buffalo Chicken Pizza,
"Saturday, January 26, 2019",Dinner,Tofu Curry Noodle Stirfry,
"Saturday, January 26, 2019",Dinner,Barilla Plus Spaghetti in Sauce,
"Saturday, January 26, 2019",Dinner,Wheat Berry and Vegetable Pilaf,
"Saturday, January 26, 2019",Dinner,Roasted Local Seasonal Squash,
"Saturday, January 26, 2019",Dinner,Steamed Whole Green Beans,
"Saturday, January 26, 2019",Dinner,Sweet & Sour Garbanzo Beans,
"Saturday, January 26, 2019",Dinner,Cilantro,
"Saturday, January 26, 2019",Dinner,Crumbled Chorizo Sausage,
"Saturday, January 26, 2019",Dinner,"Dressing, Blue Cheese",
"Saturday, January 26, 2019",Dinner,Nacho Cheese Sauce,
"Saturday, January 26, 2019",Dinner,Pico De Gallo Sauce,
"Saturday, January 26, 2019",Dinner,Roasted Corn & Black Beans,
"Saturday, January 26, 2019",Dinner,Sliced Jalapeno Peppers,
"Saturday, January 26, 2019",Dinner,Sweet Potato  Tots,
"Saturday, January 26, 2019",Dinner,Tater Tots,
"Saturday, January 26, 2019",Dinner,Vegetarian Taco Crumbles,
"Saturday, January 26, 2019",Dinner,Western Style Guacamole,
"Saturday, January 26, 2019",Lunch,Baby Shells with Ham and Peas,
"Saturday, January 26, 2019",Lunch,Grilled Chicken,
"Saturday, January 26, 2019",Lunch,Honey Mustard Chicken,
"Saturday, January 26, 2019",Lunch,French Fries,
"Saturday, January 26, 2019",Lunch,Chuckwagon Corn,
"Saturday, January 26, 2019",Lunch,Sauteed Spinach with Garlic,
"Saturday, January 26, 2019",Lunch,Homemade Refried Beans,
"Saturday, January 26, 2019",Lunch,Cage-Free Egg Whites Cooked to Order,
"Saturday, January 26, 2019",Lunch,Diced Fresh Tomatoes,
"Saturday, January 26, 2019",Lunch,Diced Onions,
"Saturday, January 26, 2019",Lunch,Diced Peppers,
"Saturday, January 26, 2019",Lunch,Scrambled Cage Free Eggs,
"Saturday, January 26, 2019",Lunch,Shredded Yellow Cheddar Cheese,
"Saturday, January 26, 2019",Lunch,Sliced Mushrooms,
"Saturday, January 26, 2019",Breakfast,Bacon,
"Saturday, January 26, 2019",Breakfast,Cage Free Eggs Cooked to Order,
"Saturday, January 26, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Saturday, January 26, 2019",Breakfast,Scrambled Cage Free Eggs,
"Saturday, January 26, 2019",Breakfast,Corn Muffin,
"Saturday, January 26, 2019",Breakfast,Blueberries,
"Saturday, January 26, 2019",Breakfast,Malted Belgian Waffles,
"Saturday, January 26, 2019",Breakfast,Multi-Grain Waffles,
"Saturday, January 26, 2019",Breakfast,Pancake Syrup,
"Saturday, January 26, 2019",Breakfast,Steel Cut Oatmeal,
"Saturday, January 26, 2019",Breakfast,Strawberry Sauce,
"Saturday, January 26, 2019",Breakfast,Whipped Topping,
"Friday, January 25, 2019",Dinner,Fried Buttermilk Chicken Drumsticks,
"Friday, January 25, 2019",Dinner,Shaking Beef,
"Friday, January 25, 2019",Dinner,"Veggie Burger, Garden Broiler",
"Friday, January 25, 2019",Dinner,Jasmine Rice,
"Friday, January 25, 2019",Dinner,Kale with Carmelized Onions,
"Friday, January 25, 2019",Dinner,Steamed Acorn Squash,
"Friday, January 25, 2019",Dinner,Bananas,
"Friday, January 25, 2019",Dinner,Brioche Rolls,
"Friday, January 25, 2019",Dinner,Black Eye Pea & Cilantro,
"Friday, January 25, 2019",Dinner,Angel Cake,
"Friday, January 25, 2019",Dinner,Fresh Black Berries,
"Friday, January 25, 2019",Dinner,Fresh Blueberries,
"Friday, January 25, 2019",Dinner,Fresh Driscoll Strawberries,
"Friday, January 25, 2019",Dinner,Pound Cake,
"Friday, January 25, 2019",Dinner,Whipped Topping,
"Friday, January 25, 2019",Lunch,English Style Battered Red's Best Fresh Local Fish,
"Friday, January 25, 2019",Lunch,Penne Sausage Peppers and Onions,
"Friday, January 25, 2019",Lunch,Morrocan Stew,
"Friday, January 25, 2019",Lunch,Bulgur with Roasted Root Vegetables,
"Friday, January 25, 2019",Lunch,Minty Mushy Peas,
"Friday, January 25, 2019",Lunch,Steamed Baby Carrots,
"Friday, January 25, 2019",Lunch,Boston Baked Beans,
"Friday, January 25, 2019",Breakfast,Roasted Low-Sodium Turkey,
"Friday, January 25, 2019",Breakfast,Sliced Ham,
"Friday, January 25, 2019",Breakfast,Cage Free Hard Boiled Eggs,
"Friday, January 25, 2019",Breakfast,Cheddar Cheese,
"Friday, January 25, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Friday, January 25, 2019",Breakfast,Hummus,
"Friday, January 25, 2019",Breakfast,Cinnamon Roll,
"Friday, January 25, 2019",Breakfast,Blueberries,
"Friday, January 25, 2019",Breakfast,Malted Belgian Waffles,
"Friday, January 25, 2019",Breakfast,Multi-Grain Waffles,
"Friday, January 25, 2019",Breakfast,Pancake Syrup,
"Friday, January 25, 2019",Breakfast,Steel Cut Oatmeal,
"Friday, January 25, 2019",Breakfast,Strawberry Sauce,
"Friday, January 25, 2019",Breakfast,Whipped Topping,
"Thursday, December 20, 2018",Dinner,Chicken Francais,
"Thursday, December 20, 2018",Dinner,Fried Calamari RI Style,
"Thursday, December 20, 2018",Dinner,Farfalle Pasta with Cannelini & Basil Pesto,
"Thursday, December 20, 2018",Dinner,Couscous w/Veggies,
"Thursday, December 20, 2018",Dinner,Sauteed Button Mushrooms,
"Thursday, December 20, 2018",Dinner,Steamed Vegetable Medley,
"Thursday, December 20, 2018",Dinner,Seasoned White Beans,
"Thursday, December 20, 2018",Lunch,Butter Chicken,
"Thursday, December 20, 2018",Lunch,Deconstructed Sloppy Joes,
"Thursday, December 20, 2018",Lunch,Grilled Portobello & Goat Cheese Sandwich,
"Thursday, December 20, 2018",Lunch,Tater Tots,
"Thursday, December 20, 2018",Lunch,Glazed Acorn Squash,
"Thursday, December 20, 2018",Lunch,Steamed Green Peas,
"Thursday, December 20, 2018",Lunch,Hamburger Rolls,
"Thursday, December 20, 2018",Lunch,"Green Lentils, Scallion & Red Onion",
"Thursday, December 20, 2018",Breakfast,Roasted Low-Sodium Turkey,
"Thursday, December 20, 2018",Breakfast,Sliced Ham,
"Thursday, December 20, 2018",Breakfast,Cage Free Hard Boiled Eggs,
"Thursday, December 20, 2018",Breakfast,Cheddar Cheese,
"Thursday, December 20, 2018",Breakfast,Hard Cooked Eggs - Cage Free,
"Thursday, December 20, 2018",Breakfast,Hummus,
"Thursday, December 20, 2018",Breakfast,Corn Muffin,
"Thursday, December 20, 2018",Breakfast,Blueberries,
"Thursday, December 20, 2018",Breakfast,Malted Belgian Waffles,
"Thursday, December 20, 2018",Breakfast,Multi-Grain Waffles,
"Thursday, December 20, 2018",Breakfast,Pancake Syrup,
"Thursday, December 20, 2018",Breakfast,Steel Cut Oatmeal,
"Thursday, December 20, 2018",Breakfast,Strawberry Sauce,
"Thursday, December 20, 2018",Breakfast,Whipped Topping,
"Wednesday, December 19, 2018",Dinner,Fresh Seared Swordfish,
"Wednesday, December 19, 2018",Dinner,Teriyaki Chicken with Scallions and Garlic,
"Wednesday, December 19, 2018",Dinner,"Morrocan Carrot, Chickpea Stew With Raisins",
"Wednesday, December 19, 2018",Dinner,Basmati Rice,
"Wednesday, December 19, 2018",Dinner,Ginger Scallion Bok Choy,
"Wednesday, December 19, 2018",Dinner,Steamed Summer Squash,
"Wednesday, December 19, 2018",Dinner,Coconut Scented Barley & Lentils with Lime,
"Wednesday, December 19, 2018",Dinner,Baguette,
"Wednesday, December 19, 2018",Dinner,Bread and Butter Pickles,
"Wednesday, December 19, 2018",Dinner,Giardiniera Pickles,
"Wednesday, December 19, 2018",Dinner,Pickled Beets,
"Wednesday, December 19, 2018",Dinner,Sliced Genoa Salami,
"Wednesday, December 19, 2018",Dinner,Sliced Mortadella,
"Wednesday, December 19, 2018",Dinner,Sliced Proscuitto,
"Wednesday, December 19, 2018",Dinner,Sweet Gherkin Pickle,
"Wednesday, December 19, 2018",Lunch,Farfale with Italian Sausage and Kale,
"Wednesday, December 19, 2018",Lunch,Fried Buttermilk Chicken,
"Wednesday, December 19, 2018",Lunch,Pepperoni Pizza,
"Wednesday, December 19, 2018",Lunch,Cheese Pizza,
"Wednesday, December 19, 2018",Lunch,Flannel Mashed Potatoes,
"Wednesday, December 19, 2018",Lunch,Sauteed Peppers & Onions,
"Wednesday, December 19, 2018",Lunch,Steamed Broccoli,
"Wednesday, December 19, 2018",Lunch,Chickpeas with Garlic & Lemon,
"Wednesday, December 19, 2018",Breakfast,Roasted Low-Sodium Turkey,
"Wednesday, December 19, 2018",Breakfast,Sliced Ham,
"Wednesday, December 19, 2018",Breakfast,Cage Free Hard Boiled Eggs,
"Wednesday, December 19, 2018",Breakfast,Cheddar Cheese,
"Wednesday, December 19, 2018",Breakfast,Hard Cooked Eggs - Cage Free,
"Wednesday, December 19, 2018",Breakfast,Hummus,
"Wednesday, December 19, 2018",Breakfast,"Spinach, Onions & Cheese Frittata",
"Wednesday, December 19, 2018",Breakfast,Cranberry Orange Scone,
"Wednesday, December 19, 2018",Breakfast,Blueberries,
"Wednesday, December 19, 2018",Breakfast,Malted Belgian Waffles,
"Wednesday, December 19, 2018",Breakfast,Multi-Grain Waffles,
"Wednesday, December 19, 2018",Breakfast,Pancake Syrup,
"Wednesday, December 19, 2018",Breakfast,Steel Cut Oatmeal,
"Wednesday, December 19, 2018",Breakfast,Strawberry Sauce,
"Wednesday, December 19, 2018",Breakfast,Whipped Topping,
"Tuesday, December 18, 2018",Dinner,Bourbon Glazed Pork Loin,
"Tuesday, December 18, 2018",Dinner,Chipotle Chicken,
"Tuesday, December 18, 2018",Dinner,Maple and Chipotle Chicken,
"Tuesday, December 18, 2018",Dinner,Harvest Seitan Stew,
"Tuesday, December 18, 2018",Dinner,Creamy Baked Grits with Cheddar & Sundried Tomatoes,
"Tuesday, December 18, 2018",Dinner,Roasted Cauliflower with Fajita Seasoning,
"Tuesday, December 18, 2018",Dinner,Steamed Brussels Sprouts,
"Tuesday, December 18, 2018",Dinner,Spicy Roasted Chickpeas,
"Tuesday, December 18, 2018",Dinner,BBQ Beef,
"Tuesday, December 18, 2018",Dinner,BBQ Korean Tofu,
"Tuesday, December 18, 2018",Dinner,Chopped Scallions,
"Tuesday, December 18, 2018",Dinner,Kimchee,
"Tuesday, December 18, 2018",Dinner,Korean Pickled Cucumber,
"Tuesday, December 18, 2018",Dinner,Leaf Lettuce,
"Tuesday, December 18, 2018",Dinner,Ssamjang Sauce,
"Tuesday, December 18, 2018",Dinner,Sticky Rice,
"Tuesday, December 18, 2018",Lunch,Lemon Chive Crusted Flounder,
"Tuesday, December 18, 2018",Lunch,"Turkey, Bacon, Avocado Panini",
"Tuesday, December 18, 2018",Lunch,Potato & Vegetable Casserole with Veggie Crumbles,
"Tuesday, December 18, 2018",Lunch,"Quinoa, Tomatoes and Scallion",
"Tuesday, December 18, 2018",Lunch,Sauteed Kale,
"Tuesday, December 18, 2018",Lunch,Steamed Carrots,
"Tuesday, December 18, 2018",Lunch,Roasted Corn Edamame with Kale,
"Tuesday, December 18, 2018",Breakfast,Roasted Low-Sodium Turkey,
"Tuesday, December 18, 2018",Breakfast,Sliced Ham,
"Tuesday, December 18, 2018",Breakfast,Cage Free Hard Boiled Eggs,
"Tuesday, December 18, 2018",Breakfast,Cheddar Cheese,
"Tuesday, December 18, 2018",Breakfast,Hard Cooked Eggs - Cage Free,
"Tuesday, December 18, 2018",Breakfast,Hummus,
"Tuesday, December 18, 2018",Breakfast,Whole Wheat Blueberry Muffin,
"Tuesday, December 18, 2018",Breakfast,Blueberries,
"Tuesday, December 18, 2018",Breakfast,Malted Belgian Waffles,
"Tuesday, December 18, 2018",Breakfast,Multi-Grain Waffles,
"Tuesday, December 18, 2018",Breakfast,Pancake Syrup,
"Tuesday, December 18, 2018",Breakfast,Steel Cut Oatmeal,
"Tuesday, December 18, 2018",Breakfast,Strawberry Sauce,
"Tuesday, December 18, 2018",Breakfast,Whipped Topping,
"Monday, December 17, 2018",Dinner,Pork Tagine,
"Monday, December 17, 2018",Dinner,Shrimp with Fettucini,
"Monday, December 17, 2018",Dinner,Spicy Tofu with Green Beans,
"Monday, December 17, 2018",Dinner,Wheat Berry and Vegetable Pilaf,
"Monday, December 17, 2018",Dinner,Steamed Snowpeas,
"Monday, December 17, 2018",Dinner,Vegetables with Garlic,
"Monday, December 17, 2018",Dinner,Moroccan Scented Baked Beans,
"Monday, December 17, 2018",Dinner,Chopped Scallions,
"Monday, December 17, 2018",Dinner,Diced Red Onions,
"Monday, December 17, 2018",Dinner,Goat Cheese,
"Monday, December 17, 2018",Dinner,Pomegranate Dressing,
"Monday, December 17, 2018",Dinner,Red Quinoa,
"Monday, December 17, 2018",Dinner,Roasted Butternut Squash,
"Monday, December 17, 2018",Dinner,Sauteed Kale,
"Monday, December 17, 2018",Dinner,Seasoned Edamame Beans,
"Monday, December 17, 2018",Lunch,BBQ Chicken,
"Monday, December 17, 2018",Lunch,French Bread Cuban Pizza,
"Monday, December 17, 2018",Lunch,Macaroni and Cheese,
"Monday, December 17, 2018",Lunch,Dirty Rice,
"Monday, December 17, 2018",Lunch,Maple Roasted Beets,
"Monday, December 17, 2018",Lunch,Steamed Whole Green Beans,
"Monday, December 17, 2018",Lunch,Mediterranean Split Pea,
"Monday, December 17, 2018",Breakfast,Roasted Low-Sodium Turkey,
"Monday, December 17, 2018",Breakfast,Sliced Ham,
"Monday, December 17, 2018",Breakfast,Cage Free Hard Boiled Eggs,
"Monday, December 17, 2018",Breakfast,Cheddar Cheese,
"Monday, December 17, 2018",Breakfast,Hard Cooked Eggs - Cage Free,
"Monday, December 17, 2018",Breakfast,Hummus,
"Monday, December 17, 2018",Breakfast,Assorted Mini Danish,
"Monday, December 17, 2018",Breakfast,Blueberries,
"Monday, December 17, 2018",Breakfast,Malted Belgian Waffles,
"Monday, December 17, 2018",Breakfast,Multi-Grain Waffles,
