Date,Meal,Food,Weekday
"Wednesday, December 12, 2018",Breakfast,Multi-Grain Waffles,
"Wednesday, December 12, 2018",Breakfast,Pancake Syrup,
"Wednesday, December 12, 2018",Breakfast,Steel Cut Oatmeal,
"Wednesday, December 12, 2018",Breakfast,Strawberry Sauce,
"Wednesday, December 12, 2018",Breakfast,Whipped Topping,
"Tuesday, December 11, 2018",Dinner,Broiled Honey-Ginger Salmon,
"Tuesday, December 11, 2018",Dinner,Herb Roasted Chicken,
"Tuesday, December 11, 2018",Dinner,"Penne with Roasted Cauliflower, Kale and White Bean",
"Tuesday, December 11, 2018",Dinner,Roasted Russet Potato Wedges,
"Tuesday, December 11, 2018",Dinner,Roasted Parsnips,
"Tuesday, December 11, 2018",Dinner,Steamed Broccoli,
"Tuesday, December 11, 2018",Dinner,Great Northern White Beans in Tomato Dill Sauce,
"Tuesday, December 11, 2018",Dinner,BBQ Beef,
"Tuesday, December 11, 2018",Dinner,BBQ Korean Tofu,
"Tuesday, December 11, 2018",Dinner,Chopped Scallions,
"Tuesday, December 11, 2018",Dinner,Kimchee,
"Tuesday, December 11, 2018",Dinner,Korean Pickled Cucumber,
"Tuesday, December 11, 2018",Dinner,Leaf Lettuce,
"Tuesday, December 11, 2018",Dinner,Ssamjang Sauce,
"Tuesday, December 11, 2018",Dinner,Sticky Rice,
"Tuesday, December 11, 2018",Lunch,Chicken Tikka Masala,
"Tuesday, December 11, 2018",Lunch,Crispy Flounder with Daikon Sauce,
"Tuesday, December 11, 2018",Lunch,Hummus Florentine Sandwich,
"Tuesday, December 11, 2018",Lunch,Basmati Rice,
"Tuesday, December 11, 2018",Lunch,Sauteed Kale with Miso Dressing,
"Tuesday, December 11, 2018",Lunch,Steamed Carrots,
"Tuesday, December 11, 2018",Lunch,Applaloosa Beans,
"Tuesday, December 11, 2018",Breakfast,Roasted Low-Sodium Turkey,
"Tuesday, December 11, 2018",Breakfast,Sliced Ham,
"Tuesday, December 11, 2018",Breakfast,Broccoli Onion & Cheese Frittata,
"Tuesday, December 11, 2018",Breakfast,Cage Free Hard Boiled Eggs,
"Tuesday, December 11, 2018",Breakfast,Cheddar Cheese,
"Tuesday, December 11, 2018",Breakfast,Hard Cooked Eggs - Cage Free,
"Tuesday, December 11, 2018",Breakfast,Hummus,
"Tuesday, December 11, 2018",Breakfast,Whole Wheat Chocolate Muffin,
"Tuesday, December 11, 2018",Breakfast,Blueberries,
"Tuesday, December 11, 2018",Breakfast,Malted Belgian Waffles,
"Tuesday, December 11, 2018",Breakfast,Multi-Grain Waffles,
"Tuesday, December 11, 2018",Breakfast,Pancake Syrup,
"Tuesday, December 11, 2018",Breakfast,Steel Cut Oatmeal,
"Tuesday, December 11, 2018",Breakfast,Strawberry Sauce,
"Tuesday, December 11, 2018",Breakfast,Whipped Topping,
"Monday, December 10, 2018",Dinner,Beef Stew,
"Monday, December 10, 2018",Dinner,Turmeric Haddock with Rice Noodles Scallions & Dill,
"Monday, December 10, 2018",Dinner,Ultra Grain Penne with Wild Mushroom Ragout,
"Monday, December 10, 2018",Dinner,Barley Risotto,
"Monday, December 10, 2018",Dinner,Maple Roasted Butternut Squash,
"Monday, December 10, 2018",Dinner,Steamed Corn,
"Monday, December 10, 2018",Dinner,Baked Beans Calcutta,
"Monday, December 10, 2018",Dinner,Chopped Scallions,
"Monday, December 10, 2018",Dinner,Diced Red Onions,
"Monday, December 10, 2018",Dinner,Goat Cheese,
"Monday, December 10, 2018",Dinner,Pomegranate Dressing,
"Monday, December 10, 2018",Dinner,Red Quinoa,
"Monday, December 10, 2018",Dinner,Roasted Butternut Squash,
"Monday, December 10, 2018",Dinner,Sauteed Kale,
"Monday, December 10, 2018",Dinner,Seasoned Edamame Beans,
"Monday, December 10, 2018",Lunch,Popcorn Chicken,
"Monday, December 10, 2018",Lunch,Tomato Beef Macaroni,
"Monday, December 10, 2018",Lunch,Tofu Scramble,
"Monday, December 10, 2018",Lunch,French Fries,
"Monday, December 10, 2018",Lunch,Sauteed Button Mushrooms,
"Monday, December 10, 2018",Lunch,Steamed Broccoli,
"Monday, December 10, 2018",Lunch,Duck Sauce,
"Monday, December 10, 2018",Lunch,Honey Mustard Sauce,
"Monday, December 10, 2018",Lunch,Sweet Honey BBQ Sauce,
"Monday, December 10, 2018",Lunch,Mediterranean Split Pea,
"Monday, December 10, 2018",Breakfast,Roasted Low-Sodium Turkey,
"Monday, December 10, 2018",Breakfast,Sliced Ham,
"Monday, December 10, 2018",Breakfast,Cage Free Hard Boiled Eggs,
"Monday, December 10, 2018",Breakfast,Cheddar Cheese,
"Monday, December 10, 2018",Breakfast,Hard Cooked Eggs - Cage Free,
"Monday, December 10, 2018",Breakfast,Hummus,
"Monday, December 10, 2018",Breakfast,Assorted Mini Danish,
"Monday, December 10, 2018",Breakfast,Blueberries,
"Monday, December 10, 2018",Breakfast,Malted Belgian Waffles,
"Monday, December 10, 2018",Breakfast,Multi-Grain Waffles,
"Monday, December 10, 2018",Breakfast,Pancake Syrup,
"Monday, December 10, 2018",Breakfast,Steel Cut Oatmeal,
"Monday, December 10, 2018",Breakfast,Strawberry Sauce,
"Monday, December 10, 2018",Breakfast,Whipped Topping,
"Sunday, December 9, 2018",Dinner,Herb Crusted Haddock,
"Sunday, December 9, 2018",Dinner,Mesquite Rotisserie Chicken,
"Sunday, December 9, 2018",Dinner,Eggplant Parmesan,
"Sunday, December 9, 2018",Dinner,Scalloped Potatoes,
"Sunday, December 9, 2018",Dinner,Sauteed Mixed Fresh Vegetables,
"Sunday, December 9, 2018",Dinner,Steamed Swiss Chard,
"Sunday, December 9, 2018",Dinner,Wheatberries and White Beans,
"Sunday, December 9, 2018",Dinner,Butterscotch Topping,
"Sunday, December 9, 2018",Dinner,Caramel Dessert Sauce,
"Sunday, December 9, 2018",Dinner,Chocolate Chips,
"Sunday, December 9, 2018",Dinner,Hot Fudge,
"Sunday, December 9, 2018",Dinner,Lactaid Ice Cream,
"Sunday, December 9, 2018",Dinner,Maraschino Cherry Halves,
"Sunday, December 9, 2018",Dinner,Rainbow Jimmies,
"Sunday, December 9, 2018",Dinner,Richardson's Ice Cream,
"Sunday, December 9, 2018",Dinner,Whipped Topping,
"Sunday, December 9, 2018",Dinner,Baguette,
"Sunday, December 9, 2018",Dinner,White Round Country Loaf,
"Sunday, December 9, 2018",Dinner,Whole Grain Bread,
"Sunday, December 9, 2018",Lunch,Assorted Bagels,
"Sunday, December 9, 2018",Lunch,Bacon,
"Sunday, December 9, 2018",Lunch,Chicken Breast Stuffed with Broccoli & Swiss Cheese,
"Sunday, December 9, 2018",Lunch,French Toast,
"Sunday, December 9, 2018",Lunch,Garden Cream Cheese,
"Sunday, December 9, 2018",Lunch,Grapefruit,
"Sunday, December 9, 2018",Lunch,Harvard Fruit Salad,
"Sunday, December 9, 2018",Lunch,"Mushroom, Onion & Cheese Frittata",
"Sunday, December 9, 2018",Lunch,Peach Melba Tea Bread,
"Sunday, December 9, 2018",Lunch,Scrambled Cage Free Eggs,
"Sunday, December 9, 2018",Lunch,Smoked Salmon Platter,
"Sunday, December 9, 2018",Lunch,Steamed Whole Green Beans,
"Sunday, December 9, 2018",Lunch,Strawberry Cream Cheese,
"Sunday, December 9, 2018",Lunch,Sweet Potato Hashbrowns,
"Sunday, December 9, 2018",Lunch,Blueberries,
"Sunday, December 9, 2018",Lunch,Malted Belgian Waffles,
"Sunday, December 9, 2018",Lunch,Multi-Grain Waffles,
"Sunday, December 9, 2018",Lunch,Pancake Syrup,
"Sunday, December 9, 2018",Lunch,Steel Cut Oatmeal,
"Sunday, December 9, 2018",Lunch,Strawberry Sauce,
"Sunday, December 9, 2018",Lunch,Whipped Topping,
"Saturday, December 8, 2018",Dinner,Cider Roasted Pork Loin,
"Saturday, December 8, 2018",Dinner,Herb Roasted Chicken with Cacciatore Sauce,
"Saturday, December 8, 2018",Dinner,"Multigrain Penne, Spinach, Chick Peas & Garlic",
"Saturday, December 8, 2018",Dinner,Bulgur Wheat Pilaf,
"Saturday, December 8, 2018",Dinner,Sauteed Red Cabbage with Apples,
"Saturday, December 8, 2018",Dinner,Steamed Whole Green Beans,
"Saturday, December 8, 2018",Dinner,Cilantro,
"Saturday, December 8, 2018",Dinner,Crumbled Chorizo Sausage,
"Saturday, December 8, 2018",Dinner,"Dressing, Blue Cheese",
"Saturday, December 8, 2018",Dinner,Nacho Cheese Sauce,
"Saturday, December 8, 2018",Dinner,Pico De Gallo Sauce,
"Saturday, December 8, 2018",Dinner,Roasted Corn & Black Beans,
"Saturday, December 8, 2018",Dinner,Sliced Jalapeno Peppers,
"Saturday, December 8, 2018",Dinner,Sweet Potato  Tots,
"Saturday, December 8, 2018",Dinner,Tater Tots,
"Saturday, December 8, 2018",Dinner,Vegetarian Taco Crumbles,
"Saturday, December 8, 2018",Dinner,Western Style Guacamole,
"Saturday, December 8, 2018",Lunch,Denver Breakfast Sandwich with Ham,
"Saturday, December 8, 2018",Lunch,Grilled Chicken,
"Saturday, December 8, 2018",Lunch,Pepperoni Pizza,
"Saturday, December 8, 2018",Lunch,Cheese Pizza,
"Saturday, December 8, 2018",Lunch,Tater Tots,
"Saturday, December 8, 2018",Lunch,Ratatouille,
"Saturday, December 8, 2018",Lunch,Steamed Corn,
"Saturday, December 8, 2018",Lunch,White Bean Ragout,
"Saturday, December 8, 2018",Lunch,Cage-Free Egg Whites Cooked to Order,
"Saturday, December 8, 2018",Lunch,Diced Fresh Tomatoes,
"Saturday, December 8, 2018",Lunch,Diced Onions,
"Saturday, December 8, 2018",Lunch,Diced Peppers,
"Saturday, December 8, 2018",Lunch,Scrambled Cage Free Eggs,
"Saturday, December 8, 2018",Lunch,Shredded Yellow Cheddar Cheese,
"Saturday, December 8, 2018",Lunch,Sliced Mushrooms,
"Saturday, December 8, 2018",Lunch,Southwestern Scrambled Cage Free Eggs,
"Saturday, December 8, 2018",Breakfast,Turkey Sausage,
"Saturday, December 8, 2018",Breakfast,Cage Free Eggs Cooked to Order,
"Saturday, December 8, 2018",Breakfast,Hard Cooked Eggs - Cage Free,
"Saturday, December 8, 2018",Breakfast,Scrambled Cage Free Eggs,
"Saturday, December 8, 2018",Breakfast,Corn Muffin,
"Saturday, December 8, 2018",Breakfast,Blueberries,
"Saturday, December 8, 2018",Breakfast,Malted Belgian Waffles,
"Saturday, December 8, 2018",Breakfast,Multi-Grain Waffles,
"Saturday, December 8, 2018",Breakfast,Pancake Syrup,
"Saturday, December 8, 2018",Breakfast,Steel Cut Oatmeal,
"Saturday, December 8, 2018",Breakfast,Strawberry Sauce,
"Saturday, December 8, 2018",Breakfast,Whipped Topping,
"Friday, December 7, 2018",Dinner,Mather Turkey Burger,
"Friday, December 7, 2018",Dinner,St. Louis Style Pork Baby Back Ribs,
"Friday, December 7, 2018",Dinner,Vegetable Pot Pie with Biscuits,
"Friday, December 7, 2018",Dinner,Mashed Potatoes,
"Friday, December 7, 2018",Dinner,Sauteed Cajun Cabbage,
"Friday, December 7, 2018",Dinner,Steamed Vegetable Medley,
"Friday, December 7, 2018",Dinner,Brioche Rolls,
"Friday, December 7, 2018",Dinner,Black-Eyed Pea and Peppers,
"Friday, December 7, 2018",Dinner,Cannoli Filling,
"Friday, December 7, 2018",Dinner,Cannoli Shells,
"Friday, December 7, 2018",Dinner,Caramel Dessert Sauce,
"Friday, December 7, 2018",Dinner,Chocolate Chips,
"Friday, December 7, 2018",Dinner,Chocolate Sauce,
"Friday, December 7, 2018",Dinner,Confectionary Sugar,
"Friday, December 7, 2018",Dinner,Oreo Cookie Crumb Topping,
"Friday, December 7, 2018",Lunch,"""Local Fresh Catch"" Fried",
"Friday, December 7, 2018",Lunch,Chicken Vindaloo,
"Friday, December 7, 2018",Lunch,"Roasted Vegetable Panini made with Eggplant, Pepper & Squash",
"Friday, December 7, 2018",Lunch,Basmati Rice,
"Friday, December 7, 2018",Lunch,Broccoli Parmesan,
"Friday, December 7, 2018",Lunch,Steamed Green Peas,
"Friday, December 7, 2018",Lunch,Baked Cowboy Beans,
"Friday, December 7, 2018",Breakfast,Roasted Low-Sodium Turkey,
"Friday, December 7, 2018",Breakfast,Sliced Ham,
"Friday, December 7, 2018",Breakfast,Cage Free Hard Boiled Eggs,
"Friday, December 7, 2018",Breakfast,Cheddar Cheese,
"Friday, December 7, 2018",Breakfast,Hard Cooked Eggs - Cage Free,
"Friday, December 7, 2018",Breakfast,Hummus,
"Friday, December 7, 2018",Breakfast,Cinnamon Roll,
"Friday, December 7, 2018",Breakfast,Blueberries,
"Friday, December 7, 2018",Breakfast,Malted Belgian Waffles,
"Friday, December 7, 2018",Breakfast,Multi-Grain Waffles,
"Friday, December 7, 2018",Breakfast,Pancake Syrup,
"Friday, December 7, 2018",Breakfast,Steel Cut Oatmeal,
"Friday, December 7, 2018",Breakfast,Strawberry Sauce,
"Friday, December 7, 2018",Breakfast,Whipped Topping,
"Thursday, December 6, 2018",Dinner,"Fettucine with Chicken, Spinach & Sundried Tomato",
"Thursday, December 6, 2018",Dinner,Fried Calamari RI Style,
"Thursday, December 6, 2018",Dinner,Black Eyed Pea Paella,
"Thursday, December 6, 2018",Dinner,"Quinoa, Tomatoes and Scallion",
"Thursday, December 6, 2018",Dinner,Herbed Mushrooms with Wine Sauce,
"Thursday, December 6, 2018",Dinner,Steamed Cauliflower,
"Thursday, December 6, 2018",Dinner,Green Lentils and Sage,
"Thursday, December 6, 2018",Lunch,BBQ Pulled Pork,
"Thursday, December 6, 2018",Lunch,Beef Meatballs in Marinara Sauce,
"Thursday, December 6, 2018",Lunch,Spicy Nacho Grilled Cheese Sandwich,
"Thursday, December 6, 2018",Lunch,"Vegan ""Meat""balls",
"Thursday, December 6, 2018",Lunch,Barilla Plus Spaghetti in Sauce,
"Thursday, December 6, 2018",Lunch,Sweet Potato Fries,
"Thursday, December 6, 2018",Lunch,Sauteed Swiss Chard with Garlic,
"Thursday, December 6, 2018",Lunch,Steamed Carrots,
"Thursday, December 6, 2018",Lunch,Classic Cole Slaw,
"Thursday, December 6, 2018",Lunch,Hamburger Rolls,
"Thursday, December 6, 2018",Lunch,Cannellini Beans w/ Chive,
"Thursday, December 6, 2018",Breakfast,Roasted Low-Sodium Turkey,
"Thursday, December 6, 2018",Breakfast,Sliced Ham,
"Thursday, December 6, 2018",Breakfast,Broccoli and Cheddar Quiche,
"Thursday, December 6, 2018",Breakfast,Cage Free Hard Boiled Eggs,
"Thursday, December 6, 2018",Breakfast,Cheddar Cheese,
"Thursday, December 6, 2018",Breakfast,Hard Cooked Eggs - Cage Free,
"Thursday, December 6, 2018",Breakfast,Hummus,
"Thursday, December 6, 2018",Breakfast,Whole Wheat Chocolate Muffin,
"Thursday, December 6, 2018",Breakfast,Blueberries,
"Thursday, December 6, 2018",Breakfast,Malted Belgian Waffles,
"Thursday, December 6, 2018",Breakfast,Multi-Grain Waffles,
"Thursday, December 6, 2018",Breakfast,Pancake Syrup,
"Thursday, December 6, 2018",Breakfast,Steel Cut Oatmeal,
"Thursday, December 6, 2018",Breakfast,Strawberry Sauce,
"Thursday, December 6, 2018",Breakfast,Whipped Topping,
"Wednesday, December 5, 2018",Dinner,Chicken Breast with Pico Da Gallo,
"Wednesday, December 5, 2018",Dinner,Reds Best Fresh Local Fish w/Lemon Butter Capers & Parsley,
"Wednesday, December 5, 2018",Dinner,Lentil Shepherd's Pie,
"Wednesday, December 5, 2018",Dinner,Roasted Red Bliss Potatoes,
"Wednesday, December 5, 2018",Dinner,Sauteed Spinach with Garlic & Lemon,
"Wednesday, December 5, 2018",Dinner,Succotash with Edamame,
"Wednesday, December 5, 2018",Dinner,Cannelini Beans with Lemon & Spinach,
"Wednesday, December 5, 2018",Dinner,Baguette,
"Wednesday, December 5, 2018",Dinner,Sliced Genoa Salami,
"Wednesday, December 5, 2018",Dinner,Sliced Mortadella,
"Wednesday, December 5, 2018",Dinner,Sliced Proscuitto,
"Wednesday, December 5, 2018",Lunch,Red Spiced Chicken,
"Wednesday, December 5, 2018",Lunch,Three-Cheese Multigrain Rotini Bake with Sausage Sauce,
"Wednesday, December 5, 2018",Lunch,Green Garbanzo Falafel Sandwich,
"Wednesday, December 5, 2018",Lunch,Roasted Barley Pilaf,
"Wednesday, December 5, 2018",Lunch,Steamed Local Seasonal Squash,
"Wednesday, December 5, 2018",Lunch,Stir Fry Vegetables,
"Wednesday, December 5, 2018",Lunch,Diced Tomatoes,
"Wednesday, December 5, 2018",Lunch,Shredded Lettuce,
"Wednesday, December 5, 2018",Lunch,Tahini Sauce,
"Wednesday, December 5, 2018",Lunch,"Tuscan Chickpeas with Garlic, Spinach and Tomatoes",
"Wednesday, December 5, 2018",Breakfast,Roasted Low-Sodium Turkey,
"Wednesday, December 5, 2018",Breakfast,Sliced Ham,
"Wednesday, December 5, 2018",Breakfast,Cage Free Hard Boiled Eggs,
"Wednesday, December 5, 2018",Breakfast,Cheddar Cheese,
"Wednesday, December 5, 2018",Breakfast,Hard Cooked Eggs - Cage Free,
"Wednesday, December 5, 2018",Breakfast,Hummus,
"Wednesday, December 5, 2018",Breakfast,Raspberry White Chocolate Scone,
"Wednesday, December 5, 2018",Breakfast,Blueberries,
"Wednesday, December 5, 2018",Breakfast,Malted Belgian Waffles,
"Wednesday, December 5, 2018",Breakfast,Multi-Grain Waffles,
"Wednesday, December 5, 2018",Breakfast,Pancake Syrup,
"Wednesday, December 5, 2018",Breakfast,Steel Cut Oatmeal,
"Wednesday, December 5, 2018",Breakfast,Strawberry Sauce,
"Wednesday, December 5, 2018",Breakfast,Whipped Topping,
"Tuesday, December 4, 2018",Dinner,Chicken Breast with Poblano Sauce,
"Tuesday, December 4, 2018",Dinner,Salmon with Green Curry,
"Tuesday, December 4, 2018",Dinner,Thai Red Vegetable Curry with Tofu,
"Tuesday, December 4, 2018",Dinner,Coconut Basmati Rice,
"Tuesday, December 4, 2018",Dinner,Sauteed Summer Squash,
"Tuesday, December 4, 2018",Dinner,Steamed Edamame,
"Tuesday, December 4, 2018",Dinner,Spicy Roasted Chickpeas,
"Tuesday, December 4, 2018",Dinner,BBQ Beef,
"Tuesday, December 4, 2018",Dinner,BBQ Korean Tofu,
"Tuesday, December 4, 2018",Dinner,Boa Bun,
"Tuesday, December 4, 2018",Dinner,Chopped Scallions,
"Tuesday, December 4, 2018",Dinner,Cilantro,
"Tuesday, December 4, 2018",Dinner,Kimchee,
"Tuesday, December 4, 2018",Dinner,Korean Pickled Cucumber,
"Tuesday, December 4, 2018",Dinner,Leaf Lettuce,
"Tuesday, December 4, 2018",Dinner,Ssamjang Sauce,
"Tuesday, December 4, 2018",Dinner,Sticky Rice,
"Tuesday, December 4, 2018",Lunch,Chicken Breast with Tomato Basil Salsa,
"Tuesday, December 4, 2018",Lunch,Philly Cheese Steak Sub,
"Tuesday, December 4, 2018",Lunch,Basil Pesto Roasted Tofu and Tomato,
"Tuesday, December 4, 2018",Lunch,French Fries,
"Tuesday, December 4, 2018",Lunch,Fried Parmesan Cauliflower,
"Tuesday, December 4, 2018",Lunch,Roasted Parsnips,
"Tuesday, December 4, 2018",Lunch,Marinated Mixed Beans,
"Tuesday, December 4, 2018",Breakfast,Roasted Low-Sodium Turkey,
"Tuesday, December 4, 2018",Breakfast,Sliced Ham,
"Tuesday, December 4, 2018",Breakfast,Cage Free Hard Boiled Eggs,
"Tuesday, December 4, 2018",Breakfast,Cheddar Cheese,
"Tuesday, December 4, 2018",Breakfast,Hard Cooked Eggs - Cage Free,
"Tuesday, December 4, 2018",Breakfast,Hummus,
"Tuesday, December 4, 2018",Breakfast,"Mushroom, Onion & Cheese Frittata",
"Tuesday, December 4, 2018",Breakfast,Whole Wheat Banana Walnut Muffin,
"Tuesday, December 4, 2018",Breakfast,Blueberries,
"Tuesday, December 4, 2018",Breakfast,Malted Belgian Waffles,
"Tuesday, December 4, 2018",Breakfast,Multi-Grain Waffles,
"Tuesday, December 4, 2018",Breakfast,Pancake Syrup,
"Tuesday, December 4, 2018",Breakfast,Steel Cut Oatmeal,
"Tuesday, December 4, 2018",Breakfast,Strawberry Sauce,
"Tuesday, December 4, 2018",Breakfast,Whipped Topping,
"Monday, December 3, 2018",Dinner,Beef Fajita with Fettucine,
"Monday, December 3, 2018",Dinner,Chicken Piccatta,
"Monday, December 3, 2018",Dinner,Quinoa and Vegetable Jambalaya,
"Monday, December 3, 2018",Dinner,"Farro with Roasted Zucchini, Squash, Eggplant & Celery",
"Monday, December 3, 2018",Dinner,Roasted Eggplant with Chinese 5-Spice,
"Monday, December 3, 2018",Dinner,Steamed Carrots,
"Monday, December 3, 2018",Dinner,Lima Beans with Red Onions,
"Monday, December 3, 2018",Dinner,Chopped Scallions,
"Monday, December 3, 2018",Dinner,Diced Red Onions,
"Monday, December 3, 2018",Dinner,Goat Cheese,
"Monday, December 3, 2018",Dinner,Pomegranate Dressing,
"Monday, December 3, 2018",Dinner,Red Quinoa,
"Monday, December 3, 2018",Dinner,Roasted Butternut Squash,
"Monday, December 3, 2018",Dinner,Sauteed Kale,
"Monday, December 3, 2018",Dinner,Seasoned Edamame Beans,
"Monday, December 3, 2018",Lunch,Butter Chicken,
"Monday, December 3, 2018",Lunch,Shrimp & Monterey Jack Quesadilla with Peppers & Tomato,
"Monday, December 3, 2018",Lunch,Spicy Jalapeno Jack Cheese and Macaroni,
"Monday, December 3, 2018",Lunch,Jasmine Rice,
"Monday, December 3, 2018",Lunch,Roasted Seasonal Squash with Paprika & Tumeric,
"Monday, December 3, 2018",Lunch,Steamed Broccoli,
"Monday, December 3, 2018",Lunch,Sour Cream,
"Monday, December 3, 2018",Lunch,Thick and Chunky Mild Salsa,
"Monday, December 3, 2018",Lunch,Black-Eyed Peas and Chutney,
"Monday, December 3, 2018",Breakfast,Roasted Low-Sodium Turkey,
"Monday, December 3, 2018",Breakfast,Sliced Ham,
"Monday, December 3, 2018",Breakfast,Cage Free Hard Boiled Eggs,
"Monday, December 3, 2018",Breakfast,Cheddar Cheese,
"Monday, December 3, 2018",Breakfast,Hard Cooked Eggs - Cage Free,
"Monday, December 3, 2018",Breakfast,Hummus,
"Monday, December 3, 2018",Breakfast,Assorted Mini Danish,
"Monday, December 3, 2018",Breakfast,Blueberries,
"Monday, December 3, 2018",Breakfast,Malted Belgian Waffles,
"Monday, December 3, 2018",Breakfast,Multi-Grain Waffles,
"Monday, December 3, 2018",Breakfast,Pancake Syrup,
"Monday, December 3, 2018",Breakfast,Steel Cut Oatmeal,
"Monday, December 3, 2018",Breakfast,Strawberry Sauce,
"Monday, December 3, 2018",Breakfast,Whipped Topping,
"Sunday, December 2, 2018",Dinner,Chicken Breast with Tomato Basil Salsa,
"Sunday, December 2, 2018",Dinner,Turkey Shepherd's Pie,
"Sunday, December 2, 2018",Dinner,5 Cheese Tortellini with Spinach & Mushroom,
"Sunday, December 2, 2018",Dinner,Roasted Carrots with Thyme,
"Sunday, December 2, 2018",Dinner,Spaghetti Squash,
"Sunday, December 2, 2018",Dinner,Beluga Lentil with Dill,
"Sunday, December 2, 2018",Dinner,Banana,
"Sunday, December 2, 2018",Dinner,Butterscotch Topping,
"Sunday, December 2, 2018",Dinner,Caramel Dessert Sauce,
"Sunday, December 2, 2018",Dinner,Chocolate Chips,
"Sunday, December 2, 2018",Dinner,Hot Fudge,
"Sunday, December 2, 2018",Dinner,Lactaid Ice Cream,
"Sunday, December 2, 2018",Dinner,Maraschino Cherry Halves,
"Sunday, December 2, 2018",Dinner,Rainbow Jimmies,
"Sunday, December 2, 2018",Dinner,Richardson's Ice Cream,
"Sunday, December 2, 2018",Dinner,Whipped Topping,
"Sunday, December 2, 2018",Dinner,Baguette,
"Sunday, December 2, 2018",Dinner,White Round Country Loaf,
"Sunday, December 2, 2018",Dinner,Whole Grain Bread,
"Sunday, December 2, 2018",Lunch,Assorted Bagels,
"Sunday, December 2, 2018",Lunch,Blueberry Pancakes,
"Sunday, December 2, 2018",Lunch,Garden Cream Cheese,
"Sunday, December 2, 2018",Lunch,Grapefruit,
"Sunday, December 2, 2018",Lunch,Harvard Fruit Salad,
"Sunday, December 2, 2018",Lunch,Hashed Potatoes,
"Sunday, December 2, 2018",Lunch,Multigrain Penne Chicken Broccoli Alfredo,
"Sunday, December 2, 2018",Lunch,Pork Sausage Pattie,
"Sunday, December 2, 2018",Lunch,Scrambled Cage Free Eggs,
"Sunday, December 2, 2018",Lunch,Smoked Salmon Platter,
"Sunday, December 2, 2018",Lunch,Steamed Green Peas,
"Sunday, December 2, 2018",Lunch,Strawberry Cream Cheese,
"Sunday, December 2, 2018",Lunch,Whole Wheat Blueberry Muffin,
"Sunday, December 2, 2018",Lunch,Blueberries,
"Sunday, December 2, 2018",Lunch,Malted Belgian Waffles,
"Sunday, December 2, 2018",Lunch,Multi-Grain Waffles,
"Sunday, December 2, 2018",Lunch,Pancake Syrup,
"Sunday, December 2, 2018",Lunch,Steel Cut Oatmeal,
"Sunday, December 2, 2018",Lunch,Strawberry Sauce,
"Sunday, December 2, 2018",Lunch,Whipped Topping,
"Saturday, December 1, 2018",Dinner,Beef Meatballs in Marinara Sauce,
"Saturday, December 1, 2018",Dinner,Buffalo Chicken Pizza,
"Saturday, December 1, 2018",Dinner,Tofu Curry Noodle Stirfry,
"Saturday, December 1, 2018",Dinner,Barilla Plus Spaghetti in Sauce,
"Saturday, December 1, 2018",Dinner,Wheat Berry and Vegetable Pilaf,
"Saturday, December 1, 2018",Dinner,Roasted Local Seasonal Squash,
"Saturday, December 1, 2018",Dinner,Steamed Whole Green Beans,
"Saturday, December 1, 2018",Dinner,Sweet & Sour Garbanzo Beans,
"Saturday, December 1, 2018",Dinner,Cilantro,
"Saturday, December 1, 2018",Dinner,Crumbled Chorizo Sausage,
"Saturday, December 1, 2018",Dinner,"Dressing, Blue Cheese",
"Saturday, December 1, 2018",Dinner,Nacho Cheese Sauce,
"Saturday, December 1, 2018",Dinner,Pico De Gallo Sauce,
"Saturday, December 1, 2018",Dinner,Roasted Corn & Black Beans,
"Saturday, December 1, 2018",Dinner,Sliced Jalapeno Peppers,
"Saturday, December 1, 2018",Dinner,Sweet Potato  Tots,
"Saturday, December 1, 2018",Dinner,Tater Tots,
"Saturday, December 1, 2018",Dinner,Vegetarian Taco Crumbles,
"Saturday, December 1, 2018",Dinner,Western Style Guacamole,
"Saturday, December 1, 2018",Lunch,Baby Shells with Ham and Peas,
"Saturday, December 1, 2018",Lunch,Honey Mustard Chicken,
"Saturday, December 1, 2018",Lunch,French Fries,
"Saturday, December 1, 2018",Lunch,Chuckwagon Corn,
"Saturday, December 1, 2018",Lunch,Sauteed Spinach with Garlic,
"Saturday, December 1, 2018",Lunch,Homemade Refried Beans,
"Saturday, December 1, 2018",Lunch,Cage-Free Egg Whites Cooked to Order,
"Saturday, December 1, 2018",Lunch,Diced Fresh Tomatoes,
"Saturday, December 1, 2018",Lunch,Diced Onions,
"Saturday, December 1, 2018",Lunch,Diced Peppers,
"Saturday, December 1, 2018",Lunch,Scrambled Cage Free Eggs,
"Saturday, December 1, 2018",Lunch,Shredded Yellow Cheddar Cheese,
"Saturday, December 1, 2018",Lunch,Sliced Mushrooms,
"Saturday, December 1, 2018",Breakfast,Bacon,
"Saturday, December 1, 2018",Breakfast,Cage Free Eggs Cooked to Order,
"Saturday, December 1, 2018",Breakfast,Hard Cooked Eggs - Cage Free,
"Saturday, December 1, 2018",Breakfast,Scrambled Cage Free Eggs,
"Saturday, December 1, 2018",Breakfast,Corn Muffin,
"Saturday, December 1, 2018",Breakfast,Blueberries,
"Saturday, December 1, 2018",Breakfast,Malted Belgian Waffles,
"Saturday, December 1, 2018",Breakfast,Multi-Grain Waffles,
"Saturday, December 1, 2018",Breakfast,Pancake Syrup,
